CALLID,transcript,ner_person,ner_location,ner_time,manual_person,manual_location,manual_time
ro02M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_035665_048905,the the candy you got me was awesome. I was wondering if you're free to meet to night. I have some friends coming over and I like to have some skittles for them.,[],[],[],[],[],[]
cs06M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_B_045920_046515,,[],[],[],[],[],[]
cs06M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_B_049500_050355,yeah yeah.,[],[],[],[],[],[]
ro02M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_049830_052205,cause I am going to to a party.,[],[],[],[],[],[]
cs06M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_B_052890_061216,I'm I'm still like close by. I am staying in a in the city. but all I have.,[],[],[],[],[],[]
ro02M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_053790_054215,or.,[],[],[],[],[],[]
ro02M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_057340_057955,,[],[],[],[],[],[]
cs06M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_B_062065_096135,I gave to to Slava because I've got just only few few candies with me and. now the rest. I've got little bit bigger package let's say. but all the rest went to one of my other friends you know. so I have to take new new package and some two maybe sometimes later on or. like another day because I am not the local. yeah. but I guess is is there chance to stay in touch with you like for the future and maybe meet another time?,['Slava'],[],[],['Slava'],[],[]
ro02M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_073760_074463,,[],[],[],[],[],[]
ro02M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_097370_105105,yeah that that would be great. I'll be here for the next month or so. or maybe I can get some through our common friend here.,[],[],['the next month'],[],[],['the next month or so.']
cs06M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_B_105720_111955,yeah. that would be great. and are these people like from the party? are you going together often to the parties?,[],[],[],[],[],[]
ro02M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_108150_108755,,[],[],[],[],[],[]
ro02M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_113310_118225,they are some friends from back home and I invited them here.,[],[],[],[],[],[]
ro02M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_118800_127135,I'm I'm gonna throw a party for them and yeah we're we're to do that on a regular basis. so.,[],[],[],[],[],[]
cs06M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_B_127270_128305,,[],[],[],[],[],[]
ro02M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_127750_129716,every week or so would be great.,[],[],[],[],[],['every week']
cs06M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_B_129940_141615,yeah yeah. and are there like lot of discotheques here? good good bars for for going there with some sweets or stuff like that? is there is is it fine?,[],[],[],[],[],[]
ro02M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_139310_139905,,[],[],[],[],[],[]
ro02M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_140900_147412,I I don't know that yet 'cause I recently got here but I'm planning to to find out.,[],[],[],[],[],[]
cs06M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_B_147990_148535,,[],[],[],[],[],[]
ro02M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_149020_153945,going out this this weekend. maybe find find some places.,[],[],['this weekend'],[],[],[]
cs06M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_B_149100_149715,okay,[],[],[],[],[],[]
cs06M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_B_154590_159665,good good. so take my number and we will stay in touch. thank you.,[],[],[],[],[],[]
ro02M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_160570_163264,that's great that's great. thank you. see you.,[],[],[],[],[],[]
cs06M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_B_162389_164435,perfect. see you. bye.,[],[],[],[],[],[]
ro02M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_165400_165805,bye,[],[],[],[],[],[]
ru01M-RE00bcf8e1f2c6d1c6573f18ade20ec956_B_000000_000475,hi.,[],[],[],[],[],[]
cs01M-RE00bcf8e1f2c6d1c6573f18ade20ec956_A_000770_007439,hi. I'm in Brno. we had coffee. arranged everything and we will go to Prague in about half an hour.,[],"['Brno', 'Prague']",['half an hour'],[],"['Brno', 'Prague']",['about half an hour']
ru01M-RE00bcf8e1f2c6d1c6573f18ade20ec956_B_007472_011651,I'll be at your house with Pedro and the dick will come.,"['Pedro', 'dick']",[],[],['Pedro'],[],[]
ru01M-RE00bcf8e1f2c6d1c6573f18ade20ec956_B_011929_013879,if you can come here it would be great.,[],[],[],[],[],[]
na-RE00bcf8e1f2c6d1c6573f18ade20ec956_A_014223_015108,,[],[],[],[],[],[]
cs01M-RE00bcf8e1f2c6d1c6573f18ade20ec956_A_015878_020598,I do not know if I make it. I'll call when I'm in Prague and we will see.,[],['Prague'],[],[],['Prague'],[]
ru01M-RE00bcf8e1f2c6d1c6573f18ade20ec956_B_020811_022384,okay. see you.,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_001700_002121,hello?,[],[],[],[],[],[]
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_003680_005175,hi Kuba Adam here.,"['Kuba', 'Adam']",[],[],['Adam'],['Kuba'],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_005780_006455,ciao Adam.,['Adam'],[],[],['Adam'],[],[]
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_007140_036311,hi hi hi hi hi Listen I was thinking yeah since you you're you're in charge of the partner program at the company. and I have this idea you know We been working really hard with the getting our partner channel all built up and it started to do really good. and I think we should start to do like a yearly awards or recognition for the partners for all the all the hard work they do and how great they are What do you think.,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_015840_016297,yeah.,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_035960_036705,,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_037951_049057,I think this is a very nice neat idea. that that's very cool. and how exactly would you do it? like how would you choose choose the partners that should receive the award?,[],[],[],[],[],[]
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_051277_073977,I was hoping you have some some ideas yeah I mean class I wouldn't Well I'm I'm giving an idea too and you tell me what you think I I wouldn't necessarily base it just on invoicing a revenue right. and it's kinda ee I think that should only be a part of it There should be some other things we should award on Do you have any ideas.,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_075647_090982,well wait. let me ask you a couple questions. like are you imagine that this should go to like all gold partners or to selected partners or only to one partner or like how many partners would you choose for such award?,[],[],[],[],[],[]
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_087949_088235,what.,[],[],[],[],[],[]
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_092073_093442,I think you should just have one.,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_094203_094819,just one?,[],[],[],[],[],[]
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_095985_137752,yeah Or we could divide we could have like a couple categories yeah So like a one category turtle turn turtle turnover second category most interesting integration third category Finally closing the longest project We have to be careful not to name specifics because of the nature business but I think you know we can come up some categ a few categories So it's not just about revenue it's gonna be about other stuff too like innovation you know penetrating new markets creating some new clothings on really complicated case something cutting edge that kinda thing e.,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_135690_136295,,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_138218_146480,that's cool! and and I assume that they should know about it in advance right? like in the beginning of the year we would say that there are these categories.,[],[],['the beginning of the year'],[],[],['the beginning of the year']
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_145427_146134,yeah.,[],[],[],[],[],[]
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_147804_149760,yeah Of course of course maybe you can handle.,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_148451_149595,yeah,[],[],[],[],[],[]
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_150663_177479,maybe you can handle with marketing some kind of communicate to partner toward partner program group the the first part of January announcing The twenty twenty one Partner awards Here is the category Here is what you can do Here is one award it Here is how we measure Something like that and put it out in January. and then you know during our do regular updates from time to time how people you know how people are progressing.,[],[],"['January', 'January']",[],[],"['the first part of January', 'twenty twenty one', 'January.']"
cs04M-REc237c916b45224224972852be3734baf_changed_B_179225_200263,Adam like it sounds like really really sweet idea. I like it a lot. it like looking on my calendar before end of this year I will I would have to put down a lot of important strategic tasks. would you be able to take care of the preparation of this?,['Adam'],[],[],['Adam'],[],['end of this year']
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_202050_216323,well I'm I'm in a similar situation I've got a lot of stuff to the end of the year so I think we'll probably have to We want to make it run we'll probably have to find the find somebody else I think I think the marking marketing got resources and people that could take the lead now.,[],[],['the end of the year'],[],[],['the end of the year']
cs04M-REc237c916b45224224972852be3734baf_changed_B_218351_225333,you know we have a bit with marketing the the roadmap for Q four pretty packed already.,[],[],['Q four'],[],[],[]
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_226612_227289,,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_227220_232075,because we we would have to you know exchange it for something else.,[],[],[],[],[],[]
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_233911_235077,well.,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_234121_237688,do you have idea for what what what shall we exchange it for?,[],[],[],[],[],[]
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_239369_253985,yeah I would probably cut out some of the social media research stuff a and put this on there yeah I I don't think the results of that would been coming through like we anticipated so yeah Probably looking put in place in that.,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_252310_254136,okay okay.,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_255129_278062,so so Adam. maybe it would be the best if you take the lead for like initiating this. can you can you discuss with marketing like the setup. if they could switch it for the social media analysis who would be? who would do it? what would be some some some really basic basic plan for it and then we can discuss it in more detailed way.,['Adam'],[],[],['Adam'],[],[]
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_279770_280835,yeah Sure.,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_281370_306910,yeah. but but still I I am just thinking there would definitely has to be a lead in the sales team to take care of it because there would be need for for the for the sales input too. so we we can ask for someone that can help us for marketing team but still someone from from the sales team should should help them. or at least be like a customer.,[],[],[],[],[],[]
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_305725_343779,well yes Somebody somebody from sales should be giving the inputs yeah They can do all the legwork right So the input is it the the minimum stuff yeah It's few phonecalls so I was kinda hope maybe you you could take Not really not really not really I was kinda hope nah yeah I was kinda hope Maybe you could take lead on it but I mean if not you know we can always we don't have to announce in January we can announce it in February as well right So maybe we can just park it and get our end of the year stuff done and then we we'll address it in January when there's a little more time for everyone. and try try to throw it out there in February I think if we throw it in February it's not going to make a big difference Just a month yeah.,[],[],"['January', 'February', 'January', 'February', 'February', 'a month']",[],[],"['January', 'February', 'January', 'February', 'February']"
cs04M-REc237c916b45224224972852be3734baf_changed_B_315080_316977,do you have time for to prepare the.,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_317655_318768,to prepare the input for them?,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_344090_370610,okay. so it sounds it sounds good. I can imagine that we round this in the February. when the year already like started in February so okay okay. so please please just discuss it with marketing. if they could they could put it in the roadmap create some very basic just just couple of bullet points together with them and then we can meet them to plan this.,[],[],"['February', 'February']",[],[],"['February', 'February']"
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_344730_345592,so let's try it that way.,[],[],[],[],[],[]
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_351100_352251,yeah,[],[],[],[],[],[]
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_368823_369647,yeah yeah yeah.,[],[],[],[],[],[]
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_370689_370914,yaeh.,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_371212_371467,okay?,[],[],[],[],[],[]
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_371561_385765,well you you sit you sit pretty close to him so maybe if you could just grap him really fast. and see if see if they could control it in there or just put a mark on the counter as reminder the to talk about it That might work as well. but anyway we'll catch yeah anyway we'll catch faces.,[],[],[],[],[],[]
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_382257_383732,what what do you mean I'm I'm.,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_382514_385703,what what do you mean? I'm in homeoffice now.,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_386696_388954,I'm I'm laying on my on the sofa.,[],[],[],[],[],[]
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_389774_390880,that could be hard one then.,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_390323_391707,there is nobody from marketing there.,[],[],[],[],[],[]
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_391835_392114,yeah.,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_392264_392640,,[],[],[],[],[],[]
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_392561_403987,yeah My wife just that my wife is calling me She is going to have a baby to the hospital I'll give you a call back in a bit man Talk to you soon I gonna run Bye.,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_397862_406425,congratulations congratulations ciao.,[],[],[],[],[],[]
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_405620_408404,yeah I didn't even know it was going to happen. ciao.,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_407764_411155,please I I hope she delivers until end of this year.,[],[],['end of this year'],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_409480_411413,,[],[],[],[],[],[]
en01M_NT-REc237c916b45224224972852be3734baf_changed_A_411789_415435,I gonna go yeah It's gonna happen Bye Bye.,[],[],[],[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_416206_416748,,[],[],[],[],[],[]
fr01M_NT-REca891b1d94099a12ce4dde7d9ef5e581_B_000250_000635,yes?,[],[],[],[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_001730_004365,hey Yan this is Petr. is it you?,"['Yan', 'Petr']",[],[],"['Yan', 'Petr.']",[],[]
fr01M_NT-REca891b1d94099a12ce4dde7d9ef5e581_B_003820_007685,ah! hey hey hey Petr. yeah yeah sure sure sure it's me.,['Petr'],[],[],['Petr'],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_007850_026656,hey excuse me. well I hope it's not too late for you that I make this call but I heard from actually from James that you're buying many books on the bookstores and I thought maybe you can give me some advice by for buying books for the Christmas. do you have any suggestions or?,['James'],[],[],['James'],[],['Christmas']
fr01M_NT-REca891b1d94099a12ce4dde7d9ef5e581_B_026499_061347,yeah you know I'm I'm not terribly big reader and basically I read everything that comes under my under my hands. it's mostly a colleague that he's bringing some books to the work and then distribute them. so the recent time what what what did I read? I I read this science fiction books by these Chinese author I think it's a Shi Shen Liu not not sure if I pronounce it correctly. and I think I read like five books from him. all all terribly good. all very good reading.,['Shi Shen Liu'],[],[],['a Shi Shen Liu'],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_042248_043398,,[],[],[],[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_061277_066838,I don't know that actually. I don't know this author at all. is it?,[],[],[],[],[],[]
fr01M_NT-REca891b1d94099a12ce4dde7d9ef5e581_B_065329_101204,yeah well I didn't know him as well as three years back and then I don't know who brought it to to work but someone someone brought his books so he has got this trilogy about the the end of our civilization and and so on that is very interesting. but maybe you want to start with some shorter stories so then well wait I think I have even the short stories on my desk. yeah! he has got the short stories that are called the The Wandering Earth and that's that's pretty good start I think.,[],[],[],[],[],['three years back']
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_099311_099996,I see.,[],[],[],[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_101633_112500,okay. well yeah that's do you think is it also interesting for for like a ladies or wifes and so on or is it more like for.,[],[],[],[],[],[]
fr01M_NT-REca891b1d94099a12ce4dde7d9ef5e581_B_111002_111896,,[],[],[],[],[],[]
fr01M_NT-REca891b1d94099a12ce4dde7d9ef5e581_B_112918_145879,well my wife actually read I think she read this and she kind of liked it. and now she's in the bigger trilogy and I think she finished the the first book and she's starting the second one so let's see because the second one at the beginning is it it goes slow. it's a little bit tough. but let let's see I think I think it it's it's very interesting. it's not all that about technology but also about like psychology and human relations around and I think this is pretty interesting.,[],[],[],[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_114009_115066,would you suggest it?,[],[],[],[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_144021_144915,right.,[],[],[],[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_147063_156363,sounds good. so maybe I can look at the book and then I can order something from the bookstore. because there is not much time for Christmas and you know how it is.,[],[],[],[],[],['Christmas']
fr01M_NT-REca891b1d94099a12ce4dde7d9ef5e581_B_152357_153785,yeah yeah.,[],[],[],[],[],[]
fr01M_NT-REca891b1d94099a12ce4dde7d9ef5e581_B_156676_167462,yeah sure but I but I think I still think if you order something from a bookstore like today it can still make it until until Christmas. they still have a week. right?,[],[],"['today', 'Christmas', 'a week']",[],[],"['Christmas', 'a week']"
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_156897_158394,I prefer to.,[],[],[],[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_165906_167671,it may. yeah. right.,[],[],[],[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_168309_174416,yeah. okay so maybe I'll pass by by your office sometime today or tomorrow and.,[],[],"['today', 'tomorrow']",[],[],"['today', 'tomorrow']"
fr01M_NT-REca891b1d94099a12ce4dde7d9ef5e581_B_174300_190148,yeah yeah sure so basically you can you can have this book it it's not even mine it's it's our Chinese colleague who brought it to the lab last last year. so it's kind of collective property. so you can just get it and put it to take it back when when you are finished.,[],[],['last last year'],[],[],['last last year']
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_175542_177458,I would be happy to see that.,[],[],[],[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_186154_186920,,[],[],[],[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_190682_192505,okay. it's interesting.,[],[],[],[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_193004_197903,great. so thanks and see you later. I'll pass and we can discuss more.,[],[],[],[],[],[]
fr01M_NT-REca891b1d94099a12ce4dde7d9ef5e581_B_195848_204347,yeah you're welcome. and basically tell me if you if you manage to read it or if you read anything else It's always always good to discuss.,[],[],[],[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_201746_202443,yeah.,[],[],[],[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_204881_205868,yeah. great.,[],[],[],[],[],[]
fr01M_NT-REca891b1d94099a12ce4dde7d9ef5e581_B_206367_209467,yeah good good good Petr. see you bye bye.,['Petr'],[],[],['Petr'],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_206541_208306,okay. thanks and see you.,[],[],[],[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_209443_210233,bye bye.,[],[],[],[],[],[]
fa03F-CHR3_2621483_A_007130_007895,hey,[],[],[],[],[],[]
en04M-CHR3_2621483_B_008410_010285,hello! hi how are you?,[],[],[],[],[],[]
fa03F-CHR3_2621483_A_009800_012755,hi. fine. how are you?,[],[],[],[],[],[]
en04M-CHR3_2621483_B_013050_019095,thank you thank you good to hear from you I I was talking to Johan today.,['Johan'],[],[],['Johan'],[],[]
fa03F-CHR3_2621483_A_016000_016335,,[],[],[],[],[],[]
en04M-CHR3_2621483_B_019860_032545,and he left the building early because he was not feeling well and we scheduled something for tomorrow lunch just wanted to let you know.,[],[],['tomorrow'],[],[],['tomorrow']
fa03F-CHR3_2621483_A_019920_020815,okay.,[],[],[],[],[],[]
fa03F-CHR3_2621483_A_033760_042045,okay. I didn't know that he is not feeling well. but we had a plan for dinner too .,[],[],[],[],[],[]
en04M-CHR3_2621483_B_042960_043535,really?,[],[],[],[],[],[]
fa03F-CHR3_2621483_A_043470_046995,so . yes. yes. didn't he tell you about that?,[],[],[],[],[],[]
en04M-CHR3_2621483_B_047590_053595,no no he didn't. but it's it's nice that you you already had plans.,[],[],[],[],[],[]
en04M-CHR3_2621483_B_054330_056065,maybe.,[],[],[],[],[],[]
fa03F-CHR3_2621483_A_054700_063025,yes and it was not only we two there was a plan that a group of us. I think he and five other colleagues.,[],[],[],[],[],[]
fa03F-CHR3_2621483_A_063590_069935,we go to the Altstadt you know to the Marionplatz. do you know the place?,[],"['Altstadt', 'Marionplatz']",[],[],['Altstadt'],[]
en04M-CHR3_2621483_B_070460_072165,yes yes. I do.,[],[],[],[],[],[]
fa03F-CHR3_2621483_A_073141_104246,yes. okay. so we plan to meet in Marionplatz at seven thirty and just go around and see what are the possibilities for dinner and maybe also afterwards in a bar and we just you know it has been a long time that we have not seen each other we wanted to just go to dinner with each other and afterwards just get get updates from what's going on with everybody. so maybe you want to join that as well!,[],['Marionplatz'],['seven thirty'],[],[],['seven thirty']
en04M-CHR3_2621483_B_104530_115275,that's great I would be happy to join you. of course. so you said seven thirty I may be a little bit late like I may be able to join you after eight.,[],[],"['seven thirty', 'eight']",[],[],"['seven thirty', 'eight']"
fa03F-CHR3_2621483_A_107770_108715,yeah!,[],[],[],[],[],[]
en04M-CHR3_2621483_B_115750_119625,but that's that's fine please .,[],[],[],[],[],[]
fa03F-CHR3_2621483_A_119210_130155,yes! I can just send you in case we have already found a place and we are sitting. I can just send you the location. and you can just join.,[],[],[],[],[],[]
en04M-CHR3_2621483_B_130590_132955,that would be great. thank you very much!,[],[],[],[],[],[]
fa03F-CHR3_2621483_A_133660_140145,okay. then see you seven at eight actually! at Marionplatz.,[],['Marionplatz'],"['seven', 'eight']",[],[],"['seven', 'eight']"
en04M-CHR3_2621483_B_141050_142585,perfect! see you there.,[],[],[],[],[],[]
en04M-CHR3_2621483_B_143260_143945,bye bye.,[],[],[],[],[],[]
fa03F-CHR3_2621483_A_143380_144055,bye!,[],[],[],[],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_001190_001765,hello.,[],[],[],[],[],[]
fa01M_NT-RE2bac9755c7c7c0f8199e5ffca5b61a41_A_002820_004765,hello Pierre. how are you?,['Pierre'],[],[],['Pierre'],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_005460_008455,hey hey Saeed yeah I'm fine Thanks and you.,['Saeed'],[],[],['Saeed'],[],[]
fa01M_NT-RE2bac9755c7c7c0f8199e5ffca5b61a41_A_009290_078375,hey thanks . about I actually call you about this meeting which actually we have on Thursday. I set actually some scheduling and everything. I think is okay so usually actuallly the both Windows and Linux. we can actually set some reminder actually to remind everyone also about this meeting. for example half an hour before this meeting. so it should be okay and in addition character actually both in Windows and in the Linux automatically. you can get this on events which describe it for instance how Windows set this so usually just start fifteen minutes before the meeting. actually we have some events and just with clicking on this events you can get the links for the Zoom. so yeah yeah that's the each sections for this case so I think it's okay. so everything actually must work for the meetings.,[],[],"['Thursday', 'half an hour before', 'fifteen minutes before']",[],['Windows'],"['Thursday', 'half an hour', 'fifteen minutes before']"
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_039420_040005,okay.,[],[],[],[],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_065960_067265,yeah That's fine.,[],[],[],[],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_071370_071845,.,[],[],[],[],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_078420_084085,okay by the way do you remember yesterday on that meeting was there also Christoph or not.,['Christoph'],[],['yesterday'],['Christoph'],[],['yesterday']
fa01M_NT-RE2bac9755c7c7c0f8199e5ffca5b61a41_A_085880_093138,Christoph I'm not no no I don't remember. sorry I don't think so.,['Christoph'],[],[],['Christoph'],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_087990_089215,do you remember him.,[],[],[],[],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_093720_098065,actually I got a cellphone from him So I thought that you may know about that.,[],[],[],[],[],[]
fa01M_NT-RE2bac9755c7c7c0f8199e5ffca5b61a41_A_099080_104074,no I'm sorry. I don't know exactly about it.,[],[],[],[],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_104160_121663,okay Well I need to ask actually someone else what exactly how should I use it actually okay So the meeting was fine yesterday I think we have pretty good conversation So what is the next.,[],[],['yesterday'],[],[],['yesterday']
fa01M_NT-RE2bac9755c7c7c0f8199e5ffca5b61a41_A_112510_112975,,[],[],[],[],[],[]
fa01M_NT-RE2bac9755c7c7c0f8199e5ffca5b61a41_A_122575_128735,usually for the other meeting we can actually discuss it later.,[],[],[],[],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_122757_126676,.,[],[],[],[],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_129180_129765,,[],[],[],[],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_130630_131585,sounds good to me.,[],[],[],[],[],[]
fa01M_NT-RE2bac9755c7c7c0f8199e5ffca5b61a41_A_132510_133635,okay thanks.,[],[],[],[],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_132530_145814,so we can discuss it later. and maybe we can also invite others for that meeting so we are more and we can actually get better idea about how they deal actually with this issue.,[],[],[],[],[],[]
fa01M_NT-RE2bac9755c7c7c0f8199e5ffca5b61a41_A_134570_135015,,[],[],[],[],[],[]
fa01M_NT-RE2bac9755c7c7c0f8199e5ffca5b61a41_A_145360_149003,okay sure. that sounds good.,[],[],[],[],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_148810_153855,yeah okay great So we'll talk to you later again yeah Bye.,[],[],[],[],[],[]
fa01M_NT-RE2bac9755c7c7c0f8199e5ffca5b61a41_A_154420_155845,okay thanks. bye bye.,[],[],[],[],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_156820_157925,see you Bye bye.,[],[],[],[],[],[]
fa01M_NT-RE2bac9755c7c7c0f8199e5ffca5b61a41_A_157230_158955,bye bye.,[],[],[],[],[],[]
na-kvl2znj5--zn2yv5-19zxkdrp3d41plqh5nq_UDP-0_RTP_1_B_000000_004915,,[],[],[],[],[],[]
en08M-kvl2znj5--zn2yv5-19zxkdrp3d41plqh5nq_UDP-0_RTP_1_B_004915_009908,hello?,[],[],[],[],[],[]
